RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023
66243,833,20148,zip,VA,VA,Ashburn,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,,,,,,,,,,,,,,,,,,,,,,,2062.491199,2029.896457,2012.779386,2010.473361,2044.277672,2060.562921,2069.013587,2078.217808,2077.97476,2081.371776,2077.466041,2061.680718,2051.101111,2065.25857,2083.099962,2095.233802,2086.941003,2089.86661,2107.836055,2125.742882,2124.586371,2118.216219,2098.429783,2099.046428,2107.070578,2132.354464,2139.891052,2132.376479,2135.769327,2150.701959,2166.13823,2169.920041,2175.151191,2175.236885,2160.767542,2132.386404,,2109.714487,2129.928157,2153.358201,2158.462576,2161.814336,2162.687544,2175.227727,2182.113762,2192.919683,2205.17235,2210.379962,2202.851027,2179.782093,2196.638911,2172.36948,2184.668388,2200.426511,2278.590459,2353.261086,2390.710173,2422.138234,2422.61421,2440.958742,2431.697486,2441.535417,2453.322125,2488.562414,2537.976951,2565.933379,2604.146785,2636.058805,2660.274171,2647.765672,2630.427003,2609.389688,2634.94563,2642.669049,2670.818438,2647.613045,2638.962191,2651.897326,2682.581304,2725.239565,2734.624771,2776.951458,2776.023942,2768.982906
96593,834,92024,zip,CA,CA,Encinitas,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,,,,,,,,,,,,,,,,,2306.167365,2360.901239,2308.106817,2305.021412,2304.177992,2338.045469,2336.023806,2367.514293,2396.668194,2387.358561,2379.768193,2418.364966,2456.312915,2460.283981,2469.89099,2495.171586,2524.242053,2519.0533,2498.407199,2507.543318,2551.090796,2548.144344,2530.789008,2541.670186,2607.347966,2652.414402,2625.675274,2630.614562,2668.326056,2713.529747,2696.736921,2682.846445,2685.0781,2725.300099,2767.911203,2798.278566,2786.540994,2777.418104,2765.305416,2758.294931,2733.146674,2790.468489,2840.482077,2888.947261,2850.900571,2837.749578,2817.777683,2819.753432,2810.046296,2834.028775,2878.033415,2968.46903,3018.429472,3056.606026,3092.872722,3128.229276,3107.666804,3058.195838,3073.538975,3164.457627,3260.794259,3295.160033,3321.879034,3360.003965,3387.405577,3396.121183,3401.958159,3450.447547,3522.813301,3589.952872,3751.554332,3881.78172,4019.106142,3981.261423,3965.716307,3893.772615,3816.469232,3808.61466,3793.030122,3848.640504,3821.560615,3870.145228,4000.221221,4110.454139,4232.845447,4260.757676,4305.428739,4236.062841,4145.112395,4047.05848
85145,835,61761,zip,IL,IL,Normal,"Bloomington, IL",McLean County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.7918502,963.2095323,,962.3704773,1017.21744,1057.432921,1124.167318,1117.426873,,1149.099134,1188.125748,,1149.581051,1123.247611,1146.85423,1210.289693,1275.237983,1206.663271,1150.85727,1120.274021,1222.477747,1295.255604,1323.84127
79046,836,48187,zip,MI,MI,Canton,"Detroit-Warren-Dearborn, MI",Wayne County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.125461,1432.84142,1459.424221,1494.748603,,1556.042104,,1574.87111,1601.409036,1617.035092,1623.663783,1603.412039,1608.276393,,1645.311443,1635.252357,1616.662486,1577.771132,1614.160253,1662.829653,1681.88721,1665.852952,1658.984812,1682.925565,1688.352797,1669.855511,1651.980688,1641.928571
97803,837,94601,zip,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.218066,1938.424195,1997.734874,2023.656221,2047.443686,2030.757708,2032.143401,2032.164012,2026.764084,1991.911188,1975.696728,1979.755114,1976.782349,1959.398973,1965.351828,1960.6775,1971.395389,1955.969441,1992.570616,1989.246076,2007.695409,1994.269015,2019.484551,2007.060311,2012.47285,1991.809081,1999.46517,2010.549841,2023.044235,2027.023494,1994.30502,1970.191943,1960.128434,2029.156613,2068.926271,2131.568572,2063.79363,2064.859057,2029.836328,2076.556667,2105.759022,2117.945008,2164.631773,2159.605768,2175.673044,2159.014634,2141.587592,2117.864588,2063.735864,2065.833651,2083.588241,2092.575283,2110.06377,2100.906464,2133.943363,2095.644841
61791,838,10451,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735.540891,2723.900465,2818.563788,2784.778887,2847.540539,2902.941122,2855.197006,2976.781268,2914.878788
94828,839,85234,zip,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1132.738326,1160.796147,1152.211627,1190.082063,1202.58537,1223.134884,1206.546303,1204.246843,1195.889574,1190.086261,1189.001892,1192.770158,1194.549735,1195.982514,1219.167279,1231.59057,1241.079475,1239.217926,1235.845662,1249.744698,1250.428451,1262.051888,1261.706087,1272.18012,1289.279201,1281.030865,1277.704009,1277.548403,1304.056562,1325.928766,1335.771002,1329.681318,1322.534213,1317.64379,1326.715014,1328.927317,1334.487014,1339.657896,1357.187802,1374.198266,1400.543788,1427.102942,1426.76892,1420.315425,1411.872275,1431.461175,1430.908755,1428.532644,1414.477862,1428.42299,1460.333183,1485.853524,1513.574408,1508.327071,1515.251091,1504.697402,1525.778007,1539.068398,1538.305174,1540.270273,1539.865608,1559.318873,1561.868213,1562.565659,1559.029887,1562.893813,1590.015634,1607.607906,1619.401383,1649.415221,1676.805643,1687.045522,1686.30566,1719.053376,1764.80162,1789.358085,1821.029342,1869.524917,1956.230661,2017.197217,2072.654484,2040.021335,2037.032098,2041.209463,2048.812295,2088.620408,2099.027002,2165.399286,2169.400431,2183.260665,2187.174688,2180.541746,2152.592534,2112.56635,2084.604147,2083.758403,2093.359885,2087.528456,2124.815465,2141.045189,2174.870996,2173.34789,2189.81013,2186.039448,2164.569746,2149.895085
91276,840,76133,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,946.5906443,948.6653243,958.6786276,966.7467089,985.2857286,1001.910044,1004.856561,990.0718524,984.6640458,977.9188583,988.3193975,982.884011,992.6869955,1001.427557,1019.262458,1021.192443,1020.425004,1024.331081,1030.30551,1039.046532,1045.620563,1051.655604,1042.046951,1031.852346,1045.378949,1061.047484,1074.346029,1076.632425,1088.461106,1102.761515,1108.979806,1116.724252,1117.064198,1118.552327,1124.398352,1135.354316,1146.002157,1147.01928,1140.387916,1142.76856,1154.814569,1165.348326,1175.351733,1177.00505,1182.461266,1180.697936,1179.562113,1181.714329,1178.68885,1178.760865,1187.57616,1195.82975,1209.740177,1227.26938,1241.676749,1248.202006,1240.726482,1255.304089,1250.42901,1241.89151,1229.184064,1238.974391,1241.362456,1247.203315,1264.55496,1274.362869,1284.385814,1283.658315,1304.427418,1324.130124,1328.206361,1332.399582,1339.538513,1345.002374,1364.414765,1369.186719,1388.975074,1399.928854,1433.939067,1460.518703,1483.348386,1479.703251,1497.195615,1518.889258,1546.297904,1549.069091,1561.940939,1572.56582,1612.896289,1633.703896,1637.566758,1623.481176,1613.282868,1603.556056,1617.239285,1613.97705,1655.704261,1631.617744,1675.733007,1653.331678,1705.021026,1707.376478,1718.332311,1706.61204,1681.934646,1712.703283
92289,841,78155,zip,TX,TX,Seguin,"San Antonio-New Braunfels, TX",Guadalupe County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.957726,1666.474478,1620.326708,1641.343045,1638.591349,1683.300385,1634.89584,1667.485176,1656.20485,1689.804428,1695.555556
71319,842,30809,zip,GA,GA,Evans,"Augusta-Richmond County, GA-SC",Columbia County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.198308,1761.241097,1798.95791,1805.423555,1801.44147,1753.363877,1765.20382,1759.503409,1751.294214,1753.414043,1742.486829,1742.061901,1736.770793,1758.762665,1799.072588,1819.798102,1852.028678,1855.072816,1876.84373,1875.036549,1866.185427,1834.727778
93201,843,80011,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.974638,1238.05211,1237.71106,1277.72499,1293.953879,1303.105949,1315.422362,1319.723088,1324.678394,1330.407374,1321.020547,1329.985053,1325.218033,1329.960575,1330.369168,1321.319382,1325.677599,1342.751987,1371.815411,1387.492286,1382.396447,1375.141915,1366.507394,1359.809343,1365.495582,1379.643211,1388.249294,1384.844856,1386.136712,1390.874421,1390.300446,1391.504419,1384.534052,1396.300621,1399.843079,1403.721431,1387.604394,1373.319636,1365.074012,1400.042775,1429.662921,1459.869117,1462.828251,1493.527123,1534.362193,1568.298575,1578.927892,1579.545872,1575.880569,1581.634006,1581.730212,1598.481128,1614.65299,1643.180681,1670.499896,1690.680981,1699.031794,1701.809278,1687.59746,1685.116253,1706.597496,1714.096896,1721.439225,1705.541523,1713.012103,1720.823395,1733.803219,1750.654828,1758.537268,1758.94435,1777.034964
84628,844,60626,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,969.757403,976.5486635,976.4365987,981.9903984,995.4301806,1004.956032,1012.009008,1010.874029,1000.877092,994.1784931,999.5077549,1007.300858,1020.467354,1017.984502,1036.754518,1039.495384,1050.232837,1045.952279,1051.150884,1053.589367,1046.508535,1042.753677,1033.636932,1045.016877,1055.630043,1065.311291,1066.504663,1071.084935,1085.040705,1098.648015,1103.704763,1102.142882,1096.732731,1093.94681,1101.894798,1106.141215,1106.822691,1099.756551,1102.455395,1109.533867,1118.737128,1131.190751,1138.706742,1141.98438,1136.367333,1126.168607,1115.329491,1111.285733,1123.926464,1146.398178,1158.736987,1163.417778,1164.794116,1172.499975,1178.446161,1182.636568,1183.961297,1188.285322,1177.907902,1171.619113,1165.646274,1176.816553,1194.32965,1203.002632,1206.741791,1201.058565,1212.455031,1215.007475,1210.109302,1191.611362,1182.576466,1173.729976,1175.79141,1175.691512,1192.345969,1208.511725,1227.018699,1239.525328,1242.784812,1244.425094,1251.980598,1252.933005,1251.49843,1240.928839,1253.281901,1270.720603,1296.638513,1309.552503,1325.965441,1330.463177,1346.776339,1357.995555,1384.145254,1384.150735,1377.615814,1356.601892,1355.821766,1383.072982,1412.73659,1442.223428,1459.740814,1481.298406,1494.012023,1492.953839,1485.538051,1484.18715
65367,845,18102,zip,PA,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.891056,1129.966823,1146.954766,1170.29424,1183.932081,1193.497503,1196.11924,1224.009216,1247.168012,1269.603889,1272.514174,1273.535207,1282.465369,1292.207437,1277.102137,1258.748611,1259.121125,1281.828633,1293.075883,1299.051454,1298.757418,1303.151925,1288.369452,1303.900038,1326.4771,1361.786092,1387.44213
98948,846,96817,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.232877,2016.239701,1965.297653,1905.890022,1877.597268,1944.592948,2007.497876,2094.024096,2116.434656,2165.875406,2135.130707,2135.906563,2092.412984,2112.953697,2098.08986,2127.91058,2122.497534,2110.816848,2115.960624,2208.673079,2246.09157,2327.988253,2241.222546,2266.496469,2245
66817,848,21207,zip,MD,MD,,"Baltimore-Columbia-Towson, MD",Baltimore County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.217638,1250.133323,1252.123872,1259.223095,,1268.923637,1308.665913,1319.138009,1388.207822,1369.458428,1376.952149,1378.162193,1389.335793,1383.803011,1384.166655,1373.299627,1368.577477,1354.085189,1357.024839,1339.530233,1371.904532,1388.096083,1424.188852,1429.84304,1435.288708,1440.246302,1416.063883,1383.628757,1363.004784,1366.02331
97942,849,95037,zip,CA,CA,Morgan Hill,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692.471853,2668.210127,2655.576328,2666.024298,2652.303025,2667.903234,2664.579239,2684.868358,2670.260591,2657.850569,2680.350559,2708.307805,2751.903807,2752.134443,2736.038168,2688.117416,2707.05194,2714.370988,2771.381665,2782.831842,2773.963969,2766.831435,2764.569771,2798.318748,2804.240819,2776.902716,2771.894194,2769.490713,2789.698007,2769.23946,2766.942143,2777.356,2826.421322,2856.937304,2878.464258,2892.886776,2897.341148,2920.902827,2982.25184,3018.654996,3011.532304,2984.592854,3035.920346,3089.020254,3142.858322,3132.049996,3149.950512,3130.090198,3132.363463,3094.475928,3102.142171,3072.25272,3055.298129,3037.649086,3076.090082,3160.408827,3173.334288,3205.134248,3191.980299,3251.056693,3255.884473,3270.005009,3308.119048
60519,851,7003,zip,NJ,NJ,Bloomfield,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.93564,1689.615272,1710.917286,1680.479671,1690.567708,1684.053617,1679.55332,1679.672962,1694.016276,1702.490336,1687.041927,1659.074499,1672.68788,1694.259137,1735.399544,1764.740975,1772.535396,1755.94708,1753.556928,1771.579438,1814.706317,1814.923762,1814.069587,1797.868246,1784.192309,1761.106099,1777.223343,1781.759236,1820.909053,1833.86885,1899.542413,1920.000803,1921.175389,1915.800858,1935.962642,1966.627906,1992.168766,1988.499902,2030.943608,2049.519074,2098.585216,2078.572532,2083.485586,2046.330104,2048.588441,2080.741803,2127.857292,2148.558061,2116.926256,2109.307197,2108.336232,2148.834713,2202.30736,2233.228291,2274.088624
94479,852,84119,zip,UT,UT,West Valley City,"Salt Lake City, UT",Salt Lake County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.2997597,952.8365312,955.465999,944.420618,952.6451975,974.0153757,1001.005183,1014.949074,1009.014563,996.7388222,989.6490108,1006.023657,1010.550694,1021.561782,1028.203275,1033.141294,1028.734694,1021.456614,1031.284942,1035.438664,1036.800391,1030.95323,1025.503281,1022.399166,1020.714289,1047.040468,1065.330827,1077.534098,1064.115957,1064.060757,1068.863567,1074.652186,1070.86667,1063.451334,1056.333625,1057.499049,1081.821826,1112.083697,1146.867404,1171.474466,1200.996572,1237.967692,1273.590616,1295.014483,1323.163849,1327.380939,1329.910025,1341.396118,1373.433644,1407.605627,1412.637055,1446.726579,1483.957122,1492.978347,1469.893198,1451.032054,1459.996837,1444.933049,1436.501285,1413.016155,1425.377343,1414.350667,1413.228963,1414.973633,1410.297634,1396.211536,1406.135037,1424.544168,1431.959596
96015,853,90034,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1913.227035,1910.150852,1881.713616,1880.550068,1905.149681,1921.730564,1936.150107,1949.84493,1989.126531,2001.454535,1987.547726,1943.859408,1962.871069,1973.010129,2015.926172,2023.342064,2059.218057,2074.926483,2097.865096,2121.767981,2135.050968,2149.550452,2137.339402,2137.514196,2141.804547,2162.946401,2186.411283,2183.252847,2204.32179,2220.579658,2233.618652,2238.54689,2241.618823,2252.120536,2254.844584,2269.297982,2284.707653,2288.775186,2291.162755,2271.341719,2280.595964,2285.343914,2322.027253,2348.318409,2381.067569,2382.757117,2381.561192,2371.733548,2370.432639,2382.003806,2394.275634,2405.296061,2405.531055,2402.954842,2415.838965,2422.300811,2438.657631,2437.547482,2433.543765,2432.176556,2426.005863,2426.291773,2421.576791,2412.256878,2411.012135,2394.656612,2398.264565,2375.128359,2352.701405,2316.43087,2283.263436,2245.312281,2221.688289,2218.702141,2236.928712,2255.532711,2277.157337,2305.380838,2335.15544,2389.248982,2415.131477,2456.771372,2469.716777,2497.654363,2522.341035,2543.331502,2566.607554,2569.15996,2590.72806,2621.479905,2661.267232,2708.36652,2739.069517,2759.921865,2748.357563,2713.325953,2708.250864,2693.839433,2727.956116,2715.758378,2741.233667,2727.225621,2745.163172,2735.049167,2765.26188,2750.42871
90823,854,75287,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Collin County,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.844039,992.5160497,1002.169289,1003.356503,1006.391037,994.244499,997.6157485,1007.148743,1007.926515,1001.286951,991.5420304,994.8888564,1000.046668,1008.063172,1023.737042,1033.171741,1044.572051,1049.351272,1043.578213,1036.428979,1023.610139,1026.487239,1037.02434,1050.552927,1058.027613,1056.248084,1064.923903,1073.188284,1087.051099,1089.86802,1090.035402,1086.665245,1076.084393,1073.62148,1077.08495,1083.790451,1101.796363,1108.5611,1119.836548,1123.387066,1121.536095,1121.518803,1108.155611,1111.585203,1113.205882,1123.224116,1126.139041,1128.313651,1133.694629,1151.121175,1181.347231,1213.982224,1247.575178,1285.55951,1321.199413,1357.888581,1382.716741,1421.878764,1433.464444,1445.880284,1442.493569,1455.47247,1470.90511,1497.974787,1518.305436,1525.342741,1517.403476,1503.128148,1494.328844,1475.139207,1461.763587,1454.240396,1462.697616,1464.118704,1469.848578,1468.460898,1472.968796,1467.339334,1460.817224,1446.617423
85947,855,63129,zip,MO,MO,Oakville,"St. Louis, MO-IL",Saint Louis County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.800002,1732.5
77030,856,44130,zip,OH,OH,Parma Heights,"Cleveland-Elyria, OH",Cuyahoga County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.435561,1011.76974,1020.691815,1035.141179,1058.220348,1108.268782,1132.982894,1142.826943,1120.97845,1129.289383,1151.840534,1155.108036,1139.23455,1051.367003,1064.655547,1107.593281,1184.246242,1222.705578,1214.349866,,1234.708787,1273.10892,1267.87671,1264.690821,1204.047911,1189.785157,1177.778224,1219.549414,1254.303473,1281.571269,1274.559374,1256.831912,1262.833333
99575,857,98115,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,,1527.377511,1538.739648,1539.462948,1564.079753,1580.526839,1587.985557,1582.719183,1605.761923,1628.457546,1613.234599,1578.019862,1569.178509,1593.100753,1601.89207,1607.631976,1629.520718,1687.039678,1713.330388,1733.759198,1742.32494,1750.546171,1718.958694,1684.860895,1677.208194,1725.396859,1759.009053,1779.236924,1779.510412,1789.38997,1789.089571,1806.806426,1829.154541,1824.087166,1787.710747,1761.46414,1773.871925,1796.06962,1808.193179,1816.674748,1832.574761,1839.290731,1845.546427,1844.514002,1847.14107,1831.558734,1826.833896,1808.029781,1822.584852,1807.480426,1834.692498,1851.740187,1878.855946,1877.883055,1884.601338,1897.844678,1907.365643,1892.874227,1886.032846,1896.67688,1917.593186,1919.634434,1905.908907,1908.795518,1919.381988,1933.786811,1938.953769,1933.970366,1907.520003,1872.896338,1831.297501,1808.855223,1793.443478,1806.398559,1818.320647,1848.807537,1865.565031,1919.368598,1963.642805,2037.727399,2065.461432,2067.151257,2061.509911,2049.562852,2065.362992,2063.309317,2092.159646,2118.547955,2160.985828,2174.494897,2204.094072,2204.032815,2224.710524,2214.946892,2191.736933,2179.512901,2166.235065,2175.463103,2169.773234,2183.496813,2203.117273,2217.911224,2237.976673,2242.867101,2253.911852,2237.509795
97757,858,94550,zip,CA,CA,Livermore,"San Francisco-Oakland-Berkeley, CA",Alameda County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468.402982,2490.527786,2518.59723,2535.105439,2515.475219,2456.176827,2427.735469,2434.187288,2467.287392,2503.736233,2492.210169,2501.056668,2461.181665,2477.410116,2490.481849,2540.827021,2553.678006,2543.087896,2525.064047,2510.061765,2505.704237,2463.608449,2500.157388,2478.308764,2556.554228,2525.138099,2573.779498,2533.161476,2522.80458,2498.285346,2503.37862,2549.498302,2549.639205,2590.102541,2602.145205,2635.259933,2648.885542,2643.312013,2643.162864,2641.75452,2658.08434,2681.442816,2681.553291,2658.635886,2659.785481,2686.482557,2769.009467,2838.276891,2868.792798,2873.048936,2846.509466,2827.907214,2811.257011,2810.098209,2847.187511,2859.456973,2858.023807,2824.434736,2806.192482,2800.116756,2779.040071,2834.538398,2883.105909,2921.350451,2877.891117,2890.709524
98412,859,95757,zip,CA,CA,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861.194654,1865.910817,1884.665406,1908.803485,1944.351427,1956.270884,1950.447014,1941.876225,1946.442454,1934.442837,1930.070171,1942.166109,1980.24902,2008.629826,2005.370809,2012.703418,2016.935405,2036.735239,2028.818341,2024.982677,2022.469351,2042.904836,2031.891816,2057.223438,2062.738142,2064.015292,2025.03511,2017.551589,2061.695417,2127.714978,2190.43111,2227.343379,2248.262883,2243.143742,2245.149095,2276.807397,2308.438288,2370.973087,2429.523674,2434.724442,2467.702402,2496.360014,2579.271848,2642.337742,2631.125127,2618.478306,2572.845295,2575.649241,2594.290957,2612.193916,2668.573671,2686.562524,2709.314291,2694.560402,2679.143147,2646.037892,2601.075404,2602.812797,2614.316978,2619.477545,2615.851596,2611.550468,2647.765008,2663.163304,2696.061549,2701.139381,2704.9194,2697.02381
97984,860,95116,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.748305,2745.256999,2740.010804,2740.833577,2645.338898,2614.390344,2637.400252,2715.232951,2656.42166,2605.95366,2588.980485,2649.335974,2670.044665,2707.338439,2776.015371,2836.852851,2828.633385,2824.254482,2780.300076,2750.140778,2740.54791,2783.673504,2772.065503,2844.905709,2923.239593,3032.145926,3044.804187,3009.036557,3114.873806,3076.191136,3080.282036,2983.67275,3052.45107,3120.314233,3138.763673,3082.474561,3045.395764,3080.143497,3157.100895,3211.363832,3135.848591,3081.111111
72715,861,33612,zip,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,,,,,,,,,,,,,,,,,850.8117129,840.8462797,845.205318,856.8924642,878.6430802,887.3535456,878.8146912,880.2264286,887.339003,905.0195322,905.0574526,907.0200628,902.6292298,913.7067961,920.1083694,923.3143512,915.9431725,907.3297921,913.4604946,917.3719474,936.969126,941.312014,950.708395,955.9189095,958.9399322,956.9180043,962.3916232,969.7324643,986.0362224,965.8107715,965.0542569,962.8761922,969.3757531,989.0419866,998.6423971,1012.197842,1009.514167,1014.039244,1020.714723,1028.19897,1045.839649,1036.824837,1039.148316,1037.950242,1058.794383,1067.71962,1078.962758,1081.182593,1073.404749,1059.711867,1065.79628,1081.408868,1077.579818,1073.54593,1064.805608,1099.460233,1116.602004,1129.627001,1128.345378,1138.194775,1159.742253,1216.657552,1261.418779,1344.689234,1366.752819,1381.010969,1364.668554,1384.165667,1429.204842,1481.987521,1502.481855,1519.09748,1531.00272,1556.238709,1575.969418,1577.594878,1551.80913,1560.684407,1553.774715,1576.046253,1549.245055,1529.863501,1509.582231,1531.277018,1568.409441,1573.108242,1585.750665,1552.269732,1569.743003,1533.757576
99508,862,98023,zip,WA,WA,Federal Way,"Seattle-Tacoma-Bellevue, WA",King County,,,,,,,,,,,,,1230.87609,1264.538238,1288.946751,1264.176669,1267.36999,1278.39175,1300.086242,1310.271269,1320.563806,1320.928929,1322.653834,1284.486586,1298.508002,1300.09159,1344.937754,1344.294402,1370.399628,1388.837062,1409.3226,1409.456005,1393.206231,1418.834235,1425.509183,1425.398922,1397.271382,1398.426339,1419.177987,1435.627377,1450.095611,1455.822087,1467.231513,1470.575601,1483.387313,1482.296935,1469.37698,1459.757273,1463.738532,1454.921286,1477.772481,1491.027911,1524.385623,1519.473502,1518.672306,1537.663121,1523.458781,1539.533922,1549.074138,1580.926386,1556.0915,1550.67319,1552.288342,1580.7992,1595.125498,1588.999483,1596.358216,1593.550595,1606.333415,1616.413603,1630.294803,1638.22302,1647.314752,1642.285894,1671.283281,1694.411385,1737.625381,1776.954153,1818.497691,1855.169195,1862.379877,1868.799459,1867.807052,1866.155629,1865.081433,1876.426695,1913.250774,1961.438984,1984.304388,2003.723859,2002.708165,2031.432672,2028.796671,2023.540798,2003.185717,2003.804726,2000.549164,1992.446658,1967.56524,1948.677825,1965.146425,1989.812155,2014.055926,2010.848581,1997.907527,2000.777778
95048,863,85710,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,,,,,,,,,,,,,,,,,,,,,,710.5184958,704.6033788,718.7565633,713.8122743,727.8432752,731.3390606,735.4607527,732.0581409,737.0703522,744.5773931,746.8950778,744.8322454,744.7253415,750.1181577,752.3852545,752.2568727,754.1289423,761.2650806,765.3107381,765.7004415,772.6392396,776.4142905,782.7650484,776.9693121,778.3465361,780.9563713,792.4271319,800.8880921,793.7035186,796.439966,805.4941627,833.7309748,848.4244291,858.1943159,853.9025626,850.4934349,842.4116412,851.9875003,863.2910257,871.0176188,867.4872146,858.734197,856.7271242,852.6594307,862.4533173,867.40072,886.7466558,896.9894778,917.9599179,908.1488913,,924.7150268,939.4882617,953.6661357,958.2565783,979.9945742,1008.451872,1029.018029,1072.811222,1093.435116,1127.383782,1132.365832,1126.53675,1133.637996,1137.02187,1179.182675,1201.989655,1230.388521,1213.524133,1204.255719,1209.204661,1245.128702,1244.089489,1236.956373,1228.391328,1231.837432,1235.484238,1218.2805,1225.836212,1231.090071,1236.821372,1249.034962,1252.508185,1243.538502,1217.533333
