date,income,state
1/1/2005,63720,OH
1/1/2006,64300,OH
1/1/2007,67060,OH
1/1/2008,61840,OH
1/1/2009,60690,OH
1/1/2010,59880,OH
1/1/2011,56510,OH
1/1/2012,55100,OH
1/1/2013,62260,OH
1/1/2014,60050,OH
1/1/2015,64520,OH
1/1/2016,64770,OH
1/1/2017,71560,OH
1/1/2018,71240,OH
1/1/2019,73650,OH
1/1/2020,68060,OH
1/1/2021,67600,OH
1/1/2022,67520,OH
1/1/1984,53570,OK
1/1/1985,51950,OK
1/1/1986,50490,OK
1/1/1987,50570,OK
1/1/1988,53210,OK
1/1/1989,50970,OK
1/1/1990,50080,OK
1/1/1991,50460,OK
1/1/1992,48870,OK
1/1/1993,49530,OK
1/1/1994,49820,OK
1/1/1995,47440,OK
1/1/1996,48200,OK
1/1/1997,53920,OK
1/1/1998,57220,OK
1/1/1999,54330,OK
1/1/2000,52110,OK
1/1/2001,55960,OK
1/1/2002,56590,OK
1/1/2003,54590,OK
1/1/2004,58760,OK
1/1/2005,54270,OK
1/1/2006,54410,OK
1/1/2007,59030,OK
1/1/2008,60750,OK
1/1/2009,60690,OK
1/1/2010,56250,OK
1/1/2011,61330,OK
1/1/2012,60110,OK
1/1/2013,56630,OK
1/1/2014,57090,OK
1/1/2015,56990,OK
1/1/2016,61120,OK
1/1/2017,61180,OK
1/1/2018,62920,OK
1/1/2019,67650,OK
1/1/2020,59150,OK
1/1/2021,64800,OK
1/1/2022,63440,OK
1/1/1984,54210,OR
1/1/1985,53640,OR
1/1/1986,59710,OR
1/1/1987,58380,OR
1/1/1988,62390,OR
1/1/1989,61440,OR
1/1/1990,60140,OR
1/1/1991,59830,OR
1/1/1992,61710,OR
1/1/1993,62500,OR
1/1/1994,58060,OR
1/1/1995,65590,OR
1/1/1996,62350,OR
1/1/1997,64060,OR
1/1/1998,66280,OR
1/1/1999,67520,OR
1/1/2000,68290,OR
1/1/2001,64860,OR
1/1/2002,64880,OR
1/1/2003,63310,OR
1/1/2004,60810,OR
1/1/2005,63660,OR
1/1/2006,65970,OR
1/1/2007,68610,OR
1/1/2008,68150,OR
1/1/2009,64950,OR
1/1/2010,66030,OR
1/1/2011,65210,OR
1/1/2012,64290,OR
1/1/2013,60110,OR
1/1/2014,71220,OR
1/1/2015,73640,OR
1/1/2016,70950,OR
1/1/2017,73690,OR
1/1/2018,79950,OR
1/1/2019,84760,OR
1/1/2020,86630,OR
1/1/2021,88260,OR
1/1/2022,86780,OR
1/1/1984,51540,PA
1/1/1985,56050,PA
1/1/1986,57380,PA
1/1/1987,59270,PA
1/1/1988,60120,PA
1/1/1989,61790,PA
1/1/1990,59570,PA
1/1/1991,60180,PA
1/1/1992,57760,PA
1/1/1993,58460,PA
1/1/1994,59190,PA
1/1/1995,62250,PA
1/1/1996,61310,PA
1/1/1997,64520,PA
1/1/1998,66200,PA
1/1/1999,62760,PA
1/1/2000,67770,PA
1/1/2001,68360,PA
1/1/2002,65960,PA
1/1/2003,65280,PA
1/1/2004,65420,PA
1/1/2005,66740,PA
1/1/2006,67910,PA
1/1/2007,66160,PA
1/1/2008,67720,PA
1/1/2009,63720,PA
1/1/2010,63050,PA
1/1/2011,63170,PA
1/1/2012,64450,PA
1/1/2013,67670,PA
1/1/2014,66740,PA
1/1/2015,73100,PA
1/1/2016,73170,PA
1/1/2017,72260,PA
1/1/2018,74580,PA
1/1/2019,80390,PA
1/1/2020,79800,PA
1/1/2021,78310,PA
1/1/2022,72210,PA
1/1/1984,54750,RI
1/1/1985,60330,RI
1/1/1986,63970,RI
1/1/1987,65960,RI
1/1/1988,67090,RI
1/1/1989,64880,RI
1/1/1990,65660,RI
1/1/1991,61110,RI
1/1/1992,58820,RI
1/1/1993,63200,RI
1/1/1994,58930,RI
1/1/1995,63760,RI
1/1/1996,64970,RI
1/1/1997,59850,RI
1/1/1998,69030,RI
1/1/1999,71010,RI
1/1/2000,67810,RI
1/1/2001,71850,RI
1/1/2002,65840,RI
1/1/2003,67980,RI
1/1/2004,71100,RI
1/1/2005,71330,RI
1/1/2006,75280,RI
1/1/2007,74040,RI
1/1/2008,70150,RI
1/1/2009,68300,RI
1/1/2010,67370,RI
1/1/2011,62060,RI
1/1/2012,69610,RI
1/1/2013,69100,RI
1/1/2014,70920,RI
1/1/2015,67430,RI
1/1/2016,73830,RI
1/1/2017,77120,RI
1/1/2018,71970,RI
1/1/2019,79900,RI
1/1/2020,90380,RI
1/1/2021,80850,RI
1/1/2022,80650,RI
1/1/1984,51450,SC
1/1/1985,49090,SC
1/1/1986,52950,SC
1/1/1987,58400,SC
1/1/1988,57410,SC
1/1/1989,51260,SC
1/1/1990,59020,SC
1/1/1991,54430,SC
1/1/1992,53300,SC
1/1/1993,49140,SC
1/1/1994,55090,SC
1/1/1995,52420,SC
1/1/1996,60900,SC
1/1/1997,58930,SC
1/1/1998,56440,SC
1/1/1999,60610,SC
1/1/2000,60370,SC
1/1/2001,59300,SC
1/1/2002,58690,SC
1/1/2003,58500,SC
1/1/2004,57390,SC
1/1/2005,57990,SC
1/1/2006,55500,SC
1/1/2007,60390,SC
1/1/2008,55540,SC
1/1/2009,54370,SC
1/1/2010,54410,SC
1/1/2011,50730,SC
1/1/2012,55130,SC
1/1/2013,53440,SC
1/1/2014,54350,SC
1/1/2015,56120,SC
1/1/2016,65200,SC
1/1/2017,64310,SC
1/1/2018,66400,SC
1/1/2019,70650,SC
1/1/2020,68020,SC
1/1/2021,67440,SC
1/1/2022,61770,SC
1/1/1984,49170,SD
1/1/1985,44450,SD
1/1/1986,47960,SD
1/1/1987,49310,SD
1/1/1988,50120,SD
1/1/1989,51920,SD
1/1/1990,50470,SD
1/1/1991,48830,SD
1/1/1992,50750,SD
1/1/1993,52310,SD
1/1/1994,54880,SD
1/1/1995,53330,SD
1/1/1996,51870,SD
1/1/1997,51070,SD
1/1/1998,55630,SD
1/1/1999,59560,SD
1/1/2000,58610,SD
1/1/2001,62340,SD
1/1/2002,58780,SD
1/1/2003,60090,SD
1/1/2004,60970,SD
1/1/2005,62200,SD
1/1/2006,63640,SD
1/1/2007,63400,SD
1/1/2008,67980,SD
1/1/2009,60620,SD
1/1/2010,59180,SD
1/1/2011,59770,SD
1/1/2012,61360,SD
1/1/2013,65530,SD
1/1/2014,64170,SD
1/1/2015,66660,SD
1/1/2016,68930,SD
1/1/2017,67110,SD
1/1/2018,68730,SD
1/1/2019,73190,SD
1/1/2020,79120,SD
1/1/2021,79680,SD
1/1/2022,67180,SD
1/1/1984,42510,TN
1/1/1985,43560,TN
1/1/1986,44000,TN
1/1/1987,49380,TN
1/1/1988,46890,TN
1/1/1989,48700,TN
1/1/1990,46400,TN
1/1/1991,48460,TN
1/1/1992,47000,TN
1/1/1993,47340,TN
1/1/1994,52860,TN
1/1/1995,52320,TN
1/1/1996,54090,TN
1/1/1997,52690,TN
1/1/1998,57840,TN
1/1/1999,60710,TN
1/1/2000,54790,TN
1/1/2001,56230,TN
1/1/2002,57470,TN
1/1/2003,57050,TN
1/1/2004,56470,TN
1/1/2005,56800,TN
1/1/2006,57010,TN
1/1/2007,56270,TN
1/1/2008,52310,TN
1/1/2009,53600,TN
1/1/2010,50360,TN
1/1/2011,53510,TN
1/1/2012,53390,TN
1/1/2013,53200,TN
1/1/2014,52880,TN
1/1/2015,57290,TN
1/1/2016,61610,TN
1/1/2017,65210,TN
1/1/2018,64800,TN
1/1/2019,64500,TN
1/1/2020,61970,TN
1/1/2021,67030,TN
1/1/2022,65380,TN
1/1/1984,58330,TX
1/1/1985,58170,TX
1/1/1986,58240,TX
1/1/1987,57640,TX
1/1/1988,56120,TX
1/1/1989,55750,TX
1/1/1990,57980,TX
1/1/1991,54960,TX
1/1/1992,54030,TX
1/1/1993,54180,TX
1/1/1994,56770,TX
1/1/1995,57770,TX
1/1/1996,58100,TX
1/1/1997,60320,TX
1/1/1998,60710,TX
1/1/1999,64310,TX
1/1/2000,62040,TX
1/1/2001,64210,TX
1/1/2002,62320,TX
1/1/2003,59710,TX
1/1/2004,61400,TX
1/1/2005,59710,TX
1/1/2006,60670,TX
1/1/2007,62900,TX
1/1/2008,61250,TX
1/1/2009,62800,TX
1/1/2010,61680,TX
1/1/2011,62080,TX
1/1/2012,64480,TX
1/1/2013,63070,TX
1/1/2014,65170,TX
1/1/2015,68360,TX
1/1/2016,69770,TX
1/1/2017,70860,TX
1/1/2018,69100,TX
1/1/2019,76820,TX
1/1/2020,77110,TX
1/1/2021,72680,TX
1/1/2022,74640,TX
1/1/1984,58410,UT
1/1/1985,61830,UT
1/1/1986,63350,UT
1/1/1987,61850,UT
1/1/1988,59160,UT
1/1/1989,66160,UT
1/1/1990,61910,UT
1/1/1991,55520,UT
1/1/1992,66200,UT
1/1/1993,67500,UT
1/1/1994,65920,UT
1/1/1995,65780,UT
1/1/1996,65070,UT
1/1/1997,73570,UT
1/1/1998,75160,UT
1/1/1999,76550,UT
1/1/2000,76410,UT
1/1/2001,74400,UT
1/1/2002,74280,UT
1/1/2003,74920,UT
1/1/2004,75460,UT
1/1/2005,79010,UT
1/1/2006,76530,UT
1/1/2007,73110,UT
1/1/2008,82390,UT
1/1/2009,77370,UT
1/1/2010,73990,UT
1/1/2011,70230,UT
1/1/2012,72440,UT
1/1/2013,74890,UT
1/1/2014,76670,UT
1/1/2015,80200,UT
1/1/2016,80970,UT
1/1/2017,82290,UT
1/1/2018,89080,UT
1/1/2019,96270,UT
1/1/2020,94680,UT
1/1/2021,94510,UT
1/1/2022,95800,UT
1/1/1984,67190,VA
1/1/1985,69650,VA
1/1/1986,71620,VA
1/1/1987,69930,VA
1/1/1988,73400,VA
1/1/1989,73480,VA
1/1/1990,72040,VA
1/1/1991,71620,VA
1/1/1992,73830,VA
1/1/1993,68720,VA
1/1/1994,69490,VA
1/1/1995,65310,VA
1/1/1996,68880,VA
1/1/1997,73880,VA
1/1/1998,73560,VA
1/1/1999,75950,VA
1/1/2000,75780,VA
1/1/2001,78950,VA
1/1/2002,77030,VA
1/1/2003,83290,VA
1/1/2004,75860,VA
1/1/2005,74840,VA
1/1/2006,80020,VA
1/1/2007,80800,VA
1/1/2008,81670,VA
1/1/2009,80030,VA
1/1/2010,78780,VA
1/1/2011,79250,VA
1/1/2012,80250,VA
1/1/2013,80850,VA
1/1/2014,80020,VA
1/1/2015,74430,VA
1/1/2016,79730,VA
1/1/2017,83500,VA
1/1/2018,89180,VA
1/1/2019,92610,VA
1/1/2020,92670,VA
1/1/2021,86550,VA
1/1/2022,85170,VA
1/1/1984,57200,VT
1/1/1985,63700,VT
1/1/1986,59290,VT
1/1/1987,59250,VT
1/1/1988,65170,VT
1/1/1989,67400,VT
1/1/1990,63870,VT
1/1/1991,57780,VT
1/1/1992,63310,VT
1/1/1993,58590,VT
1/1/1994,66080,VT
1/1/1995,60990,VT
1/1/1996,56840,VT
1/1/1997,60290,VT
1/1/1998,66800,VT
1/1/1999,69120,VT
1/1/2000,63620,VT
1/1/2001,64110,VT
1/1/2002,66740,VT
1/1/2003,65770,VT
1/1/2004,70200,VT
1/1/2005,73090,VT
1/1/2006,72820,VT
1/1/2007,64730,VT
1/1/2008,66810,VT
1/1/2009,69210,VT
1/1/2010,72980,VT
1/1/2011,65640,VT
1/1/2012,69010,VT
1/1/2013,80370,VT
1/1/2014,73430,VT
1/1/2015,72020,VT
1/1/2016,73000,VT
1/1/2017,75090,VT
1/1/2018,80990,VT
1/1/2019,84630,VT
1/1/2020,75810,VT
1/1/2021,82040,VT
1/1/2022,72190,VT
1/1/1984,63370,WA
1/1/1985,58800,WA
1/1/1986,64790,WA
1/1/1987,63690,WA
1/1/1988,72680,WA
1/1/1989,68840,WA
1/1/1990,65950,WA
1/1/1991,67320,WA
1/1/1992,65520,WA
1/1/1993,67250,WA
1/1/1994,61890,WA
1/1/1995,64130,WA
1/1/1996,64430,WA
1/1/1997,76640,WA
1/1/1998,80460,WA
1/1/1999,75590,WA
1/1/2000,68330,WA
1/1/2001,66770,WA
1/1/2002,70130,WA
1/1/2003,72230,WA
1/1/2004,74050,WA
1/1/2005,73010,WA
1/1/2006,76660,WA
1/1/2007,79330,WA
1/1/2008,74610,WA
1/1/2009,79890,WA
1/1/2010,73290,WA
1/1/2011,71950,WA
1/1/2012,77220,WA
1/1/2013,78420,WA
1/1/2014,71450,WA
1/1/2015,81400,WA
1/1/2016,84360,WA
1/1/2017,84360,WA
1/1/2018,92150,WA
1/1/2019,93910,WA
1/1/2020,91710,WA
1/1/2021,94510,WA
1/1/2022,89430,WA
1/1/1984,52550,WI
1/1/1985,56950,WI
1/1/1986,63700,WI
1/1/1987,61480,WI
1/1/1988,66490,WI
1/1/1989,62720,WI
1/1/1990,63080,WI
1/1/1991,61700,WI
1/1/1992,64380,WI
1/1/1993,59910,WI
1/1/1994,65320,WI
1/1/1995,73850,WI
1/1/1996,70270,WI
1/1/1997,68100,WI
1/1/1998,70120,WI
1/1/1999,75910,WI
1/1/2000,72450,WI
1/1/2001,71260,WI
1/1/2002,71250,WI
1/1/2003,70350,WI
1/1/2004,67830,WI
1/1/2005,64360,WI
1/1/2006,72410,WI
1/1/2007,70040,WI
1/1/2008,67460,WI
1/1/2009,67780,WI
1/1/2010,65710,WI
1/1/2011,65890,WI
1/1/2012,65910,WI
1/1/2013,63460,WI
1/1/2014,70250,WI
1/1/2015,67090,WI
1/1/2016,71770,WI
1/1/2017,74850,WI
1/1/2018,72390,WI
1/1/2019,76720,WI
1/1/2020,75980,WI
1/1/2021,75420,WI
1/1/2022,73330,WI
1/1/1984,42670,WV
1/1/1985,39160,WV
1/1/1986,39680,WV
1/1/1987,40120,WV
1/1/1988,43510,WV
1/1/1989,46690,WV
1/1/1990,45470,WV
1/1/1991,45870,WV
1/1/1992,39180,WV
1/1/1993,42290,WV
1/1/1994,43490,WV
1/1/1995,44860,WV
1/1/1996,44350,WV
1/1/1997,47280,WV
1/1/1998,45310,WV
1/1/1999,48700,WV
1/1/2000,47260,WV
1/1/2001,46630,WV
1/1/2002,45570,WV
1/1/2003,49810,WV
1/1/2004,49500,WV
1/1/2005,52540,WV
1/1/2006,53820,WV
1/1/2007,57490,WV
1/1/2008,50060,WV
1/1/2009,53560,WV
1/1/2010,55820,WV
1/1/2011,52930,WV
1/1/2012,54080,WV
1/1/2013,52840,WV
1/1/2014,47840,WV
1/1/2015,51840,WV
1/1/2016,53220,WV
1/1/2017,55370,WV
1/1/2018,58460,WV
1/1/2019,61170,WV
1/1/2020,58580,WV
1/1/2021,50500,WV
1/1/2022,52460,WV
1/1/1984,60330,WY
1/1/1985,54100,WY
1/1/1986,56780,WY
1/1/1987,64320,WY
1/1/1988,59400,WY
1/1/1989,63580,WY
1/1/1990,60510,WY
1/1/1991,57570,WY
1/1/1992,58390,WY
1/1/1993,55530,WY
1/1/1994,61170,WY
1/1/1995,56850,WY
1/1/1996,54380,WY
1/1/1997,57480,WY
1/1/1998,59810,WY
1/1/1999,61920,WY
1/1/2000,63680,WY
1/1/2001,62420,WY
1/1/2002,61720,WY
1/1/2003,64700,WY
1/1/2004,67340,WY
1/1/2005,64460,WY
1/1/2006,65900,WY
1/1/2007,66580,WY
1/1/2008,70270,WY
1/1/2009,69410,WY
1/1/2010,68120,WY
1/1/2011,68990,WY
1/1/2012,71410,WY
1/1/2013,82740,WY
1/1/2014,67360,WY
1/1/2015,73750,WY
1/1/2016,69390,WY
1/1/2017,70200,WY
1/1/2018,72290,WY
1/1/2019,74190,WY
1/1/2020,73780,WY
1/1/2021,76620,WY
1/1/2022,73090,WY
